name,org,url,id,Label,citations,h_index,study_field
fabio cesare campanile,"Director of Surgery - ASL VT - Ospedale ""Andosilla"" di Civita Castellana",https://scholar.google.com/citations?hl=it&user=q_OuyCkAAAAJ,56,"fabio cesare campanile - Director of Surgery - ASL VT - Ospedale ""Andosilla"" di Civita Castellana - ['Laparoscopic surgery', 'Obesity surgery', 'Alimentary tract surgery']",4862,27,"['Laparoscopic surgery', 'Obesity surgery', 'Alimentary tract surgery']"
nicola testoni,Univerisity of Bologna,https://scholar.google.com/citations?hl=it&user=cODT8rYAAAAJ,57,nicola testoni - Univerisity of Bologna - [],633,14,[]
stergios stergiou,Google,https://scholar.google.com/citations?hl=it&user=x59a2Y4AAAAJ,58,stergios stergiou - Google - [],2574,23,[]
aldo gangemi,University of Bologna,https://scholar.google.com/citations?hl=it&user=-iVGcoAAAAAJ,59,"aldo gangemi - University of Bologna - ['semantic web', 'knowledge extraction', 'ontology design', 'applied ontology', 'ontology engineering']",19536,64,"['semantic web', 'knowledge extraction', 'ontology design', 'applied ontology', 'ontology engineering']"
roberto navigli,Sapienza University of Rome,https://scholar.google.com/citations?hl=it&user=BsgVJ-EAAAAJ,60,"roberto navigli - Sapienza University of Rome - ['Natural Language Processing', 'Semantics', 'Computational Linguistics', 'Knowledge Acquisition', 'Artificial Intelligence']",24755,70,"['Natural Language Processing', 'Semantics', 'Computational Linguistics', 'Knowledge Acquisition', 'Artificial Intelligence']"
alessandro bertacchini,University of Modena and Reggio Emilia,https://scholar.google.com/citations?hl=it&user=WzCvDisAAAAJ,61,"alessandro bertacchini - University of Modena and Reggio Emilia - ['Electronics', 'Embedded Systems', 'Energy Harvesting']",1342,16,"['Electronics', 'Embedded Systems', 'Energy Harvesting']"
filippo fabiani,IMT School for Advanced Studies Lucca,https://scholar.google.com/citations?hl=it&user=eXdKzcUAAAAJ,62,"filippo fabiani - IMT School for Advanced Studies Lucca - ['Automatic Control', 'Game Theory', 'Machine Learning', 'Optimization']",371,11,"['Automatic Control', 'Game Theory', 'Machine Learning', 'Optimization']"
carlo alberto nucci,Professor of Electrical Power Systems,https://scholar.google.com/citations?hl=it&user=EdkEXlYAAAAJ,63,"carlo alberto nucci - Professor of Electrical Power Systems - ['Power Systems Transients', 'Lightning', 'Smart Grids']",13116,57,"['Power Systems Transients', 'Lightning', 'Smart Grids']"
maria luisa sapino,Universita' di Torino,https://scholar.google.com/citations?hl=it&user=HdEagO4AAAAJ,64,"maria luisa sapino - Universita' di Torino - ['intelligenza artificiale', 'data management', 'data mining']",2613,22,"['intelligenza artificiale', 'data management', 'data mining']"
peter schachte,University of Melbourne,https://scholar.google.com/citations?hl=it&user=ZL83PpwAAAAJ,65,"peter schachte - University of Melbourne - ['Programming Languages', 'Program Analysis', 'Program Verification', 'Computer Security']",1161,19,"['Programming Languages', 'Program Analysis', 'Program Verification', 'Computer Security']"
jun zhao,"Institute of Automation, Chinese Academy of Sciences",https://scholar.google.com/citations?hl=it&user=HljRttwAAAAJ,66,"jun zhao - Institute of Automation, Chinese Academy of Sciences - ['Natural Language Processing', 'Information Extraction', 'Knowledge Graph', 'Question Answering']",22041,60,"['Natural Language Processing', 'Information Extraction', 'Knowledge Graph', 'Question Answering']"
franco turini,University of Pisa,https://scholar.google.com/citations?hl=it&user=OkDNfQ0AAAAJ,67,"franco turini - University of Pisa - ['data mining', 'artificial intelligence', 'database', 'privacy']",9656,29,"['data mining', 'artificial intelligence', 'database', 'privacy']"
andrea torsello,Università Ca' Foscari Venezia,https://scholar.google.com/citations?hl=it&user=emE_ITIAAAAJ,68,"andrea torsello - Università Ca' Foscari Venezia - ['Computer Vision', 'Pattern Recognition', 'Machine Learning']",4478,37,"['Computer Vision', 'Pattern Recognition', 'Machine Learning']"
maria prandini,Politecnico di Milano,https://scholar.google.com/citations?hl=it&user=fJA-xNwAAAAJ,69,"maria prandini - Politecnico di Milano - ['distributed optimization', 'data-driven methods in systems and control', 'identification', 'cyber-physical systems verification and co']",5827,35,"['distributed optimization', 'data-driven methods in systems and control', 'identification', 'cyber-physical systems verification and co']"
jacopo mauro,University of Southern Denmark,https://scholar.google.com/citations?hl=it&user=brh_I2kAAAAJ,70,"jacopo mauro - University of Southern Denmark - ['Optimization', 'DevOps', 'Choreographic Programming', 'Formal Methods', 'Cybersecurity']",1409,19,"['Optimization', 'DevOps', 'Choreographic Programming', 'Formal Methods', 'Cybersecurity']"
giacomo paolini,University of Bologna,https://scholar.google.com/citations?hl=it&user=h56xsF0AAAAJ,71,giacomo paolini - University of Bologna - [],496,10,[]
francesca toni,Imperial College London,https://scholar.google.com/citations?hl=it&user=L9dwO2cAAAAJ,72,francesca toni - Imperial College London - ['Artificial Intelligence'],12235,54,['Artificial Intelligence']
enrico natalizio,"Chief Researcher @ TII, Abu Dhabi, UAE and Full Professor @ UL, Nancy, France",https://scholar.google.com/citations?hl=it&user=GqUoa8EAAAAJ,73,"enrico natalizio - Chief Researcher @ TII, Abu Dhabi, UAE and Full Professor @ UL, Nancy, France - ['Robot and UAV Networks', 'Mobile Networks', 'IoT']",5317,33,"['Robot and UAV Networks', 'Mobile Networks', 'IoT']"
alex conconi,"University of Milan, Italy",https://scholar.google.com/citations?hl=it&user=J-uLzHwAAAAJ,74,"alex conconi - University of Milan, Italy - ['Computer Science', 'Machine Learning', 'HMI']",1231,10,"['Computer Science', 'Machine Learning', 'HMI']"
davide bertozzi,University of Manchester,https://scholar.google.com/citations?hl=it&user=ag6MWiUAAAAJ,75,davide bertozzi - University of Manchester - ['Computer Engineering'],7284,40,['Computer Engineering']
giorgio bianchi,"Medical Doctor, CHU Cochin",https://scholar.google.com/citations?hl=it&user=ZLXJUcAAAAAJ,76,"giorgio bianchi - Medical Doctor, CHU Cochin - ['General surgery']",523,10,['General surgery']
guido carnevale,University of Bologna,https://scholar.google.com/citations?hl=it&user=CZwt2bMAAAAJ,77,"guido carnevale - University of Bologna - ['Distributed Optimization', 'Control and System Theory', 'Game Theory']",110,6,"['Distributed Optimization', 'Control and System Theory', 'Game Theory']"
jessica zangari,Università della Calabria,https://scholar.google.com/citations?hl=it&user=B-zIZ0IAAAAJ,78,"jessica zangari - Università della Calabria - ['Intelligenza Artificiale', 'Answer Set Programming']",488,12,"['Intelligenza Artificiale', 'Answer Set Programming']"
diego reforgiato recupero,University of Cagliari,https://scholar.google.com/citations?hl=it&user=kgY5Gn4AAAAJ,79,"diego reforgiato recupero - University of Cagliari - ['Semantic Web', 'Artificial Intelligence', 'Sentiment Analysis', 'Information Extraction', 'Big Data']",5665,38,"['Semantic Web', 'Artificial Intelligence', 'Sentiment Analysis', 'Information Extraction', 'Big Data']"
luca gordini,"General Surgeon, Iglesias CTO Hospital",https://scholar.google.com/citations?hl=it&user=7ChybcMAAAAJ,80,"luca gordini - General Surgeon, Iglesias CTO Hospital - ['Surgery']",4102,22,['Surgery']
laurens bliek,Eindhoven University of Technology,https://scholar.google.com/citations?hl=it&user=zqkhRmoAAAAJ,81,"laurens bliek - Eindhoven University of Technology - ['Machine learning', 'optimization', 'surrogate models']",258,10,"['Machine learning', 'optimization', 'surrogate models']"
vincent oria,New Jersey Institute of Technology,https://scholar.google.com/citations?hl=it&user=PlgV6FwAAAAJ,83,"vincent oria - New Jersey Institute of Technology - ['Multimedia Databases', 'Spatio Temporal Databases', 'Recommender Systems...']",3061,20,"['Multimedia Databases', 'Spatio Temporal Databases', 'Recommender Systems...']"
yannis theodoridis,University of Piraeus,https://scholar.google.com/citations?hl=it&user=1f5twhoAAAAJ,84,"yannis theodoridis - University of Piraeus - ['Data Science', 'Big Data', 'Spatial Databases', 'Spatiotemporal Databases', 'Mobility Data Analytics']",14319,54,"['Data Science', 'Big Data', 'Spatial Databases', 'Spatiotemporal Databases', 'Mobility Data Analytics']"
igor bisio,University of Genoa,https://scholar.google.com/citations?hl=it&user=gRlY-n4AAAAJ,85,"igor bisio - University of Genoa - ['Signal Processing', 'Communications', 'Networking']",3856,34,"['Signal Processing', 'Communications', 'Networking']"
dionisis margaris,University of the Peloponnese,https://scholar.google.com/citations?hl=it&user=r2ea_ogAAAAJ,86,"dionisis margaris - University of the Peloponnese - ['Information Systems', 'Recommender systems', 'Personalization', 'Business Processes', 'Web']",823,19,"['Information Systems', 'Recommender systems', 'Personalization', 'Business Processes', 'Web']"
matilda merenmies,European University Institute,https://scholar.google.com/citations?hl=it&user=8-WgXMwAAAAJ,87,"matilda merenmies - European University Institute - ['human rights law', 'public international law', 'human rights law', 'fundamental rights', 'law and gender']",1,1,"['human rights law', 'public international law', 'human rights law', 'fundamental rights', 'law and gender']"
ilias leontiadis,"Research Scientist, Meta",https://scholar.google.com/citations?hl=it&user=HAOtV_AAAAAJ,88,"ilias leontiadis - Research Scientist, Meta - ['Mobile Systems', 'Deep Learning', 'Distributed AI', 'Privacy', 'Federated Learning']",5961,38,"['Mobile Systems', 'Deep Learning', 'Distributed AI', 'Privacy', 'Federated Learning']"
emiliano lorini,IRIT,https://scholar.google.com/citations?hl=it&user=CJFRwGsAAAAJ,89,"emiliano lorini - IRIT - ['Logic', 'artificial intelligence', 'game theory', 'multi-agent systems']",3321,32,"['Logic', 'artificial intelligence', 'game theory', 'multi-agent systems']"
charles grellois,Bordeaux INP,https://scholar.google.com/citations?hl=it&user=u7WXdJkAAAAJ,90,"charles grellois - Bordeaux INP - ['sémantique', 'vérification', 'logique', 'artificial intelligence', 'applications to medicine']",254,9,"['sémantique', 'vérification', 'logique', 'artificial intelligence', 'applications to medicine']"
michal rakowski,GlobalFoundries,https://scholar.google.com/citations?hl=it&user=eKpV7CwAAAAJ,91,"michal rakowski - GlobalFoundries - ['Silicon Photoincs', 'CMOS design', 'Optical transceivers']",2351,23,"['Silicon Photoincs', 'CMOS design', 'Optical transceivers']"
maurizio gabrielli,"Università Cattolica Sacro Cuore, Policlinico Gemelli, Roma",https://scholar.google.com/citations?hl=it&user=eoSMepkAAAAJ,92,"maurizio gabrielli - Università Cattolica Sacro Cuore, Policlinico Gemelli, Roma - [""gastroenterologia - medicina interna - medicina d'urgenza""]",6913,44,"[""gastroenterologia - medicina interna - medicina d'urgenza""]"
paolo costa,"Senior Principal Researcher, Microsoft Research",https://scholar.google.com/citations?hl=it&user=UAO1dRUAAAAJ,93,"paolo costa - Senior Principal Researcher, Microsoft Research - ['Networking', 'Distributed Systems']",6880,42,"['Networking', 'Distributed Systems']"
klaus pfeiffer,Robert Bosch Hospital,https://scholar.google.com/citations?hl=it&user=faqLrGMAAAAJ,94,klaus pfeiffer - Robert Bosch Hospital - [],1219,17,[]
luca roversi,Università di Torino,https://scholar.google.com/citations?hl=it&user=QLt2u3EAAAAJ,95,"luca roversi - Università di Torino - ['Theoretical Computer Science', '(Unconvetional) Computational Models', 'Structural Proof Theory', 'Computational Complexity']",1394,20,"['Theoretical Computer Science', '(Unconvetional) Computational Models', 'Structural Proof Theory', 'Computational Complexity']"
andrea borghesi,University of Brescia,https://scholar.google.com/citations?hl=it&user=-Off3S0AAAAJ,96,andrea borghesi - University of Brescia - ['Medical Imaging'],2298,23,['Medical Imaging']
mateusz grochowski,Max Planck Institute for Comparative and International Private Law,https://scholar.google.com/citations?hl=it&user=mmU2fAQAAAAJ,97,"mateusz grochowski - Max Planck Institute for Comparative and International Private Law - ['private law theory', 'consumer law', 'European private law']",269,10,"['private law theory', 'consumer law', 'European private law']"
célya gruson-daniel,COSTECH -UTC,https://scholar.google.com/citations?hl=it&user=yblbHW0AAAAJ,98,"célya gruson-daniel - COSTECH -UTC - ['Sciences Technologies et Sociétés', 'sciences cognitives', ""Sciences de l'information et de la Communication""]",41,4,"['Sciences Technologies et Sociétés', 'sciences cognitives', ""Sciences de l'information et de la Communication""]"
fabio carrara,"Research Collaborator, ISTI CNR Pisa",https://scholar.google.com/citations?hl=it&user=SZR6mXsAAAAJ,99,"fabio carrara - Research Collaborator, ISTI CNR Pisa - ['deep learning', 'image classification', 'image indexing and retrieval']",1720,20,"['deep learning', 'image classification', 'image indexing and retrieval']"
simone benatti,"Assistant professor, University of Modena e Reggio Emilia",https://scholar.google.com/citations?hl=it&user=8Fbi_kwAAAAJ,100,"simone benatti - Assistant professor, University of Modena e Reggio Emilia - ['Embedded Systems', 'Biosignal Processing', 'Advanced HMI', 'BMI', 'Prosthetics']",2616,25,"['Embedded Systems', 'Biosignal Processing', 'Advanced HMI', 'BMI', 'Prosthetics']"
hsu-chun hsiao,National Taiwan University,https://scholar.google.com/citations?hl=it&user=jP6pVZcAAAAJ,101,hsu-chun hsiao - National Taiwan University - ['computer and network security'],1694,21,['computer and network security']
salvatore scellato,University of Cambridge,https://scholar.google.com/citations?hl=it&user=jBnuYi4AAAAJ,102,"salvatore scellato - University of Cambridge - ['Mobile systems', 'data mining', 'location-based systems']",9186,34,"['Mobile systems', 'data mining', 'location-based systems']"
andrea acquaviva,"Full Professor, Department of Electrical, Electronic and Information Engineering ""Guglielmo Marconi""",https://scholar.google.com/citations?hl=it&user=G8yoojsAAAAJ,103,"andrea acquaviva - Full Professor, Department of Electrical, Electronic and Information Engineering ""Guglielmo Marconi"" - ['embedded systems', 'low power', 'multicore', 'SoC', 'Bioinformatics']",6037,42,"['embedded systems', 'low power', 'multicore', 'SoC', 'Bioinformatics']"
elena morotti,University of Bologna,https://scholar.google.com/citations?hl=it&user=GL4Kc4YAAAAJ,104,"elena morotti - University of Bologna - ['Image Processing', 'Tomography', 'Optimization', 'Neural Network', 'Data Mining']",177,8,"['Image Processing', 'Tomography', 'Optimization', 'Neural Network', 'Data Mining']"
giuseppe tagliavini,University of Bologna,https://scholar.google.com/citations?hl=it&user=gwf83zEAAAAJ,105,"giuseppe tagliavini - University of Bologna - ['Compilers', 'Parallel programming', 'Embedded systems', 'Approximate computing']",1487,22,"['Compilers', 'Parallel programming', 'Embedded systems', 'Approximate computing']"
sina sajadmanesh,Sony AI,https://scholar.google.com/citations?hl=it&user=Gtw3NoAAAAAJ,106,"sina sajadmanesh - Sony AI - ['Data Privacy', 'Trustworthy AI', '\u200cGraph Neural Networks', 'Computer Vision']",535,7,"['Data Privacy', 'Trustworthy AI', '\u200cGraph Neural Networks', 'Computer Vision']"
